event_timestamp,event_name,event_previous_timestamp,event_value_in_usd,event_bundle_sequence_id,event_server_timestamp_offset,user_id,user_pseudo_id,user_first_touch_timestamp,stream_id,platform,is_active_user,batch_event_index,batch_page_id,batch_ordering_id,event_params__engaged_session_event,event_params__ad_network,event_params__time_spent,event_params__firebase_screen_class,event_params__firebase_screen_id,event_params__ad_placement,event_params__firebase_event_origin,event_params__ga_session_id,event_params__ga_session_number,event_params__ad_unit_id,user__ga_session_number,user__ga_session_id,user__first_open_time,privacy_info__ads_storage,privacy_info__analytics_storage,privacy_info__uses_transient_token,user_ltv,device__advertising_id,device__browser,device__browser_version,device__category,device__is_limited_ad_tracking,device__language,device__mobile_brand_name,device__mobile_marketing_name,device__mobile_model_name,device__mobile_os_hardware_model,device__operating_system,device__operating_system_version,device__time_zone_offset_seconds,device__vendor_id,device__web_info,geo__city,geo__continent,geo__country,geo__metro,geo__region,geo__sub_continent,app_info__firebase_app_id,app_info__id,app_info__install_source,app_info__install_store,app_info__version,event_dimensions,traffic_source__medium,traffic_source__name,traffic_source__source,ecommerce,collected_traffic_source,event_params__ad_instance,event_params__ad_revenue,event_params__ad_reward_type,event_params__ad_reward_amount,event_params__how_its_earned,event_params__currency_name,event_params__where_its_earned,event_params__earned_amount,event_params__menu_name,event_params__mini_game_name,event_params__mini_game_ri,event_params__answered_wrong,event_params__current_qi,event_params__current_tier,event_params__character_name,event_params__firebase_previous_id,event_params__firebase_previous_class,event_params__engagement_time_msec,event_params__spent_to,event_params__spent_amount,event_params__where_its_spent,event_params__session_engaged,event_params__entrances,event_params__wecolme_video,event_params__max_energy,event_params__start_character,event_params__start_gold,event_params__firebase_error,event_params__error_value,event_params__left_energy,event_params__tutorial_video,event_params__groupb_video,event_params__owned_items,event_params__board_items,event_params__ad_id,event_params__ad_error_code,event_params__source,event_params__medium,event_params__campaign_info_source,collected_traffic_source__dclid,collected_traffic_source__gclid,collected_traffic_source__manual_campaign_id,collected_traffic_source__manual_campaign_name,collected_traffic_source__manual_content,collected_traffic_source__manual_creative_format,collected_traffic_source__manual_marketing_tactic,collected_traffic_source__manual_medium,collected_traffic_source__manual_source,collected_traffic_source__manual_source_platform,collected_traffic_source__manual_term,collected_traffic_source__srsltid,event_params__system_app,event_params__update_with_analytics,event_params__system_app_update,event_params__firebase_conversion,event_params__previous_first_open_count,event_datetime,event_previous_datetime,event_first_touch_datetime,user__first_open_datetime,time_delta,event_date,event_time,event_previous_date,event_previous_time,event_first_touch_date,event_first_touch_time,user__first_open_date,device__time_zone_offset_hours,event_params__engagement_time_seconds,event_server_delay_seconds,event_params__time_spent_seconds,ts_weekday,ts_local_time,ts_hour,ts_daytime_named,ts_is_weekend,session_duration_seconds,session_duration_minutes,session_duration_hours,session_start_time,session_end_time,event_duration_seconds,event_params__current_question_index,cumulative_question_index,maze_gender,maze_hand,maze_level,buff_type,buff_gift,buff_gold,earned_buff_type,doll_name,shop_permanent_item,shop_consumable_item,board_item,question_address
1763742523256007,Mini-game Failed,1763723903963007,,1499,1414622,,3b9eb2785211bf0ca58edfa8d4d6c3bb,1758051400477000,12043974305,ANDROID,True,8,,,1.0,,1.996795654296875,UnityPlayerGameActivity,6.081732496971364e+18,,app,1763742492.0,7.0,,7.0,1763742492.0,20:00:00,Yes,Yes,No,,188ba464-13e2-4bef-b3ba-98e73e7dd490,,,mobile,No,tr-tr,Realme,C75,RMX3941,RMX3941,Android,Android 15,10800,,,Ankara,Asia,Türkiye,(not set),Ankara,Western Asia,1:200237610417:android:b891f27b614d5b4f7f3990,com.GlyphexGames.EmojiOracle,com.android.vending,,1.0.3,,organic,,google-play,,,,,,,,,,,,Wheel of Fortune,spin_skipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-21 16:28:43.256007+00:00,2025-11-21 11:18:23.963007+00:00,2025-09-16 19:36:40.477000+00:00,2025-09-16 20:00:00+00:00,18619.293,2025-11-21 00:00:00+00:00,16:28:43.256007,2025-11-21 00:00:00+00:00,11:18:23.963007,2025-09-16 00:00:00+00:00,19:36:40.477000,2025-09-16 00:00:00+00:00,3.0,,1414.622,1.996795654296875,Cuma,2025-11-21 19:28:43.256007+00:00,19,Akşam,Hafta İçi,1426.939,23.782316666666667,0.396,2025-11-21 16:28:12.151000+00:00,2025-11-21 16:51:59.090210+00:00,2.817,,,,,,,,,,,,,,
1763742526073008,Question Started,1763723931915008,,1499,1414622,,3b9eb2785211bf0ca58edfa8d4d6c3bb,1758051400477000,12043974305,ANDROID,True,9,,,1.0,,,UnityPlayerGameActivity,6.081732496971364e+18,,app,1763742492.0,7.0,,7.0,1763742492.0,20:00:00,Yes,Yes,No,,188ba464-13e2-4bef-b3ba-98e73e7dd490,,,mobile,No,tr-tr,Realme,C75,RMX3941,RMX3941,Android,Android 15,10800,,,Ankara,Asia,Türkiye,(not set),Ankara,Western Asia,1:200237610417:android:b891f27b614d5b4f7f3990,com.GlyphexGames.EmojiOracle,com.android.vending,,1.0.3,,organic,,google-play,,,,,,,,,,,,,,,15,1,Why Margaret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-21 16:28:46.073008+00:00,2025-11-21 11:18:51.915008+00:00,2025-09-16 19:36:40.477000+00:00,2025-09-16 20:00:00+00:00,18594.158,2025-11-21 00:00:00+00:00,16:28:46.073008,2025-11-21 00:00:00+00:00,11:18:51.915008,2025-09-16 00:00:00+00:00,19:36:40.477000,2025-09-16 00:00:00+00:00,3.0,,1414.622,,Cuma,2025-11-21 19:28:46.073008+00:00,19,Akşam,Hafta İçi,1426.939,23.782316666666667,0.396,2025-11-21 16:28:12.151000+00:00,2025-11-21 16:51:59.090210+00:00,11.177,2,2.0,,,,,,,,,,,,Why Margaret - T: 1 - Q: 2
1763742537250009,Question Completed,1763723926493009,,1499,1414622,,3b9eb2785211bf0ca58edfa8d4d6c3bb,1758051400477000,12043974305,ANDROID,True,10,,,1.0,,11.178909301757812,UnityPlayerGameActivity,6.081732496971364e+18,,app,1763742492.0,7.0,,7.0,1763742492.0,20:00:00,Yes,Yes,No,,188ba464-13e2-4bef-b3ba-98e73e7dd490,,,mobile,No,tr-tr,Realme,C75,RMX3941,RMX3941,Android,Android 15,10800,,,Ankara,Asia,Türkiye,(not set),Ankara,Western Asia,1:200237610417:android:b891f27b614d5b4f7f3990,com.GlyphexGames.EmojiOracle,com.android.vending,,1.0.3,,organic,,google-play,,,,,,,,,,,,,,1.0,15,1,Why Margaret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-21 16:28:57.250009+00:00,2025-11-21 11:18:46.493009+00:00,2025-09-16 19:36:40.477000+00:00,2025-09-16 20:00:00+00:00,18610.757,2025-11-21 00:00:00+00:00,16:28:57.250009,2025-11-21 00:00:00+00:00,11:18:46.493009,2025-09-16 00:00:00+00:00,19:36:40.477000,2025-09-16 00:00:00+00:00,3.0,,1414.622,11.178909301757812,Cuma,2025-11-21 19:28:57.250009+00:00,19,Akşam,Hafta İçi,1426.939,23.782316666666667,0.396,2025-11-21 16:28:12.151000+00:00,2025-11-21 16:51:59.090210+00:00,6.37,2,2.0,,,,,,,,,,,,Why Margaret - T: 1 - Q: 2
1763742543620010,Earned Virtual Currency,1763723931895010,,1499,1414622,,3b9eb2785211bf0ca58edfa8d4d6c3bb,1758051400477000,12043974305,ANDROID,True,11,,,1.0,,,UnityPlayerGameActivity,6.081732496971364e+18,,app,1763742492.0,7.0,,7.0,1763742492.0,20:00:00,Yes,Yes,No,,188ba464-13e2-4bef-b3ba-98e73e7dd490,,,mobile,No,tr-tr,Realme,C75,RMX3941,RMX3941,Android,Android 15,10800,,,Ankara,Asia,Türkiye,(not set),Ankara,Western Asia,1:200237610417:android:b891f27b614d5b4f7f3990,com.GlyphexGames.EmojiOracle,com.android.vending,,1.0.3,,organic,,google-play,,,,,,,Normal,Gold,Question,10.0,,,,,15,1,Why Margaret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-21 16:29:03.620010+00:00,2025-11-21 11:18:51.895010+00:00,2025-09-16 19:36:40.477000+00:00,2025-09-16 20:00:00+00:00,18611.725,2025-11-21 00:00:00+00:00,16:29:03.620010,2025-11-21 00:00:00+00:00,11:18:51.895010,2025-09-16 00:00:00+00:00,19:36:40.477000,2025-09-16 00:00:00+00:00,3.0,,1414.622,,Cuma,2025-11-21 19:29:03.620010+00:00,19,Akşam,Hafta İçi,1426.939,23.782316666666667,0.396,2025-11-21 16:28:12.151000+00:00,2025-11-21 16:51:59.090210+00:00,0.02,2,2.0,,,,,,,,,,,,Why Margaret - T: 1 - Q: 2
1763742543640011,Question Started,1763742526073011,,1499,1414622,,3b9eb2785211bf0ca58edfa8d4d6c3bb,1758051400477000,12043974305,ANDROID,True,12,,,1.0,,,UnityPlayerGameActivity,6.081732496971364e+18,,app,1763742492.0,7.0,,7.0,1763742492.0,20:00:00,Yes,Yes,No,,188ba464-13e2-4bef-b3ba-98e73e7dd490,,,mobile,No,tr-tr,Realme,C75,RMX3941,RMX3941,Android,Android 15,10800,,,Ankara,Asia,Türkiye,(not set),Ankara,Western Asia,1:200237610417:android:b891f27b614d5b4f7f3990,com.GlyphexGames.EmojiOracle,com.android.vending,,1.0.3,,organic,,google-play,,,,,,,,,,,,,,,14,1,Why Margaret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-21 16:29:03.640011+00:00,2025-11-21 16:28:46.073011+00:00,2025-09-16 19:36:40.477000+00:00,2025-09-16 20:00:00+00:00,17.567,2025-11-21 00:00:00+00:00,16:29:03.640011,2025-11-21 00:00:00+00:00,16:28:46.073011,2025-09-16 00:00:00+00:00,19:36:40.477000,2025-09-16 00:00:00+00:00,3.0,,1414.622,,Cuma,2025-11-21 19:29:03.640011+00:00,19,Akşam,Hafta İçi,1426.939,23.782316666666667,0.396,2025-11-21 16:28:12.151000+00:00,2025-11-21 16:51:59.090210+00:00,10.061,3,3.0,,,,,,,,,,,,Why Margaret - T: 1 - Q: 3
1763742553701012,Question Completed,1763742537250012,,1499,1414622,,3b9eb2785211bf0ca58edfa8d4d6c3bb,1758051400477000,12043974305,ANDROID,True,13,,,1.0,,10.061897277832031,UnityPlayerGameActivity,6.081732496971364e+18,,app,1763742492.0,7.0,,7.0,1763742492.0,20:00:00,Yes,Yes,No,,188ba464-13e2-4bef-b3ba-98e73e7dd490,,,mobile,No,tr-tr,Realme,C75,RMX3941,RMX3941,Android,Android 15,10800,,,Ankara,Asia,Türkiye,(not set),Ankara,Western Asia,1:200237610417:android:b891f27b614d5b4f7f3990,com.GlyphexGames.EmojiOracle,com.android.vending,,1.0.3,,organic,,google-play,,,,,,,,,,,,,,0.0,14,1,Why Margaret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-21 16:29:13.701012+00:00,2025-11-21 16:28:57.250012+00:00,2025-09-16 19:36:40.477000+00:00,2025-09-16 20:00:00+00:00,16.451,2025-11-21 00:00:00+00:00,16:29:13.701012,2025-11-21 00:00:00+00:00,16:28:57.250012,2025-09-16 00:00:00+00:00,19:36:40.477000,2025-09-16 00:00:00+00:00,3.0,,1414.622,10.061897277832031,Cuma,2025-11-21 19:29:13.701012+00:00,19,Akşam,Hafta İçi,1426.939,23.782316666666667,0.396,2025-11-21 16:28:12.151000+00:00,2025-11-21 16:51:59.090210+00:00,5.234,3,3.0,,,,,,,,,,,,Why Margaret - T: 1 - Q: 3
1763742558935013,Earned Virtual Currency,1763742543620013,,1499,1414622,,3b9eb2785211bf0ca58edfa8d4d6c3bb,1758051400477000,12043974305,ANDROID,True,14,,,1.0,,,UnityPlayerGameActivity,6.081732496971364e+18,,app,1763742492.0,7.0,,7.0,1763742492.0,20:00:00,Yes,Yes,No,,188ba464-13e2-4bef-b3ba-98e73e7dd490,,,mobile,No,tr-tr,Realme,C75,RMX3941,RMX3941,Android,Android 15,10800,,,Ankara,Asia,Türkiye,(not set),Ankara,Western Asia,1:200237610417:android:b891f27b614d5b4f7f3990,com.GlyphexGames.EmojiOracle,com.android.vending,,1.0.3,,organic,,google-play,,,,,,,Normal,Gold,Question,20.0,,,,,14,1,Why Margaret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-21 16:29:18.935013+00:00,2025-11-21 16:29:03.620013+00:00,2025-09-16 19:36:40.477000+00:00,2025-09-16 20:00:00+00:00,15.315,2025-11-21 00:00:00+00:00,16:29:18.935013,2025-11-21 00:00:00+00:00,16:29:03.620013,2025-09-16 00:00:00+00:00,19:36:40.477000,2025-09-16 00:00:00+00:00,3.0,,1414.622,,Cuma,2025-11-21 19:29:18.935013+00:00,19,Akşam,Hafta İçi,1426.939,23.782316666666667,0.396,2025-11-21 16:28:12.151000+00:00,2025-11-21 16:51:59.090210+00:00,0.018,3,3.0,,,,,,,,,,,,Why Margaret - T: 1 - Q: 3
1763742558953014,Question Started,1763742543640014,,1499,1414622,,3b9eb2785211bf0ca58edfa8d4d6c3bb,1758051400477000,12043974305,ANDROID,True,15,,,1.0,,,UnityPlayerGameActivity,6.081732496971364e+18,,app,1763742492.0,7.0,,7.0,1763742492.0,20:00:00,Yes,Yes,No,,188ba464-13e2-4bef-b3ba-98e73e7dd490,,,mobile,No,tr-tr,Realme,C75,RMX3941,RMX3941,Android,Android 15,10800,,,Ankara,Asia,Türkiye,(not set),Ankara,Western Asia,1:200237610417:android:b891f27b614d5b4f7f3990,com.GlyphexGames.EmojiOracle,com.android.vending,,1.0.3,,organic,,google-play,,,,,,,,,,,,,,,13,1,Why Margaret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-21 16:29:18.953014+00:00,2025-11-21 16:29:03.640014+00:00,2025-09-16 19:36:40.477000+00:00,2025-09-16 20:00:00+00:00,15.313,2025-11-21 00:00:00+00:00,16:29:18.953014,2025-11-21 00:00:00+00:00,16:29:03.640014,2025-09-16 00:00:00+00:00,19:36:40.477000,2025-09-16 00:00:00+00:00,3.0,,1414.622,,Cuma,2025-11-21 19:29:18.953014+00:00,19,Akşam,Hafta İçi,1426.939,23.782316666666667,0.396,2025-11-21 16:28:12.151000+00:00,2025-11-21 16:51:59.090210+00:00,9.194,4,4.0,,,,,,,,,,,,Why Margaret - T: 1 - Q: 4
1763742568147015,Question Completed,1763742553701015,,1499,1414622,,3b9eb2785211bf0ca58edfa8d4d6c3bb,1758051400477000,12043974305,ANDROID,True,16,,,1.0,,9.195587158203125,UnityPlayerGameActivity,6.081732496971364e+18,,app,1763742492.0,7.0,,7.0,1763742492.0,20:00:00,Yes,Yes,No,,188ba464-13e2-4bef-b3ba-98e73e7dd490,,,mobile,No,tr-tr,Realme,C75,RMX3941,RMX3941,Android,Android 15,10800,,,Ankara,Asia,Türkiye,(not set),Ankara,Western Asia,1:200237610417:android:b891f27b614d5b4f7f3990,com.GlyphexGames.EmojiOracle,com.android.vending,,1.0.3,,organic,,google-play,,,,,,,,,,,,,,0.0,13,1,Why Margaret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-21 16:29:28.147015+00:00,2025-11-21 16:29:13.701015+00:00,2025-09-16 19:36:40.477000+00:00,2025-09-16 20:00:00+00:00,14.446,2025-11-21 00:00:00+00:00,16:29:28.147015,2025-11-21 00:00:00+00:00,16:29:13.701015,2025-09-16 00:00:00+00:00,19:36:40.477000,2025-09-16 00:00:00+00:00,3.0,,1414.622,9.195587158203125,Cuma,2025-11-21 19:29:28.147015+00:00,19,Akşam,Hafta İçi,1426.939,23.782316666666667,0.396,2025-11-21 16:28:12.151000+00:00,2025-11-21 16:51:59.090210+00:00,6.964,4,4.0,,,,,,,,,,,,Why Margaret - T: 1 - Q: 4
1763742575111016,Earned Virtual Currency,1763742558935016,,1499,1414622,,3b9eb2785211bf0ca58edfa8d4d6c3bb,1758051400477000,12043974305,ANDROID,True,17,,,1.0,,,UnityPlayerGameActivity,6.081732496971364e+18,,app,1763742492.0,7.0,,7.0,1763742492.0,20:00:00,Yes,Yes,No,,188ba464-13e2-4bef-b3ba-98e73e7dd490,,,mobile,No,tr-tr,Realme,C75,RMX3941,RMX3941,Android,Android 15,10800,,,Ankara,Asia,Türkiye,(not set),Ankara,Western Asia,1:200237610417:android:b891f27b614d5b4f7f3990,com.GlyphexGames.EmojiOracle,com.android.vending,,1.0.3,,organic,,google-play,,,,,,,Combo,Gold,Question,40.0,,,,,13,1,Why Margaret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-21 16:29:35.111016+00:00,2025-11-21 16:29:18.935016+00:00,2025-09-16 19:36:40.477000+00:00,2025-09-16 20:00:00+00:00,16.176,2025-11-21 00:00:00+00:00,16:29:35.111016,2025-11-21 00:00:00+00:00,16:29:18.935016,2025-09-16 00:00:00+00:00,19:36:40.477000,2025-09-16 00:00:00+00:00,3.0,,1414.622,,Cuma,2025-11-21 19:29:35.111016+00:00,19,Akşam,Hafta İçi,1426.939,23.782316666666667,0.396,2025-11-21 16:28:12.151000+00:00,2025-11-21 16:51:59.090210+00:00,8.703,4,4.0,,,,,,,,,,,,Why Margaret - T: 1 - Q: 4
1763742583814017,Question Started,1763742558953017,,1499,1414622,,3b9eb2785211bf0ca58edfa8d4d6c3bb,1758051400477000,12043974305,ANDROID,True,18,,,1.0,,,UnityPlayerGameActivity,6.081732496971364e+18,,app,1763742492.0,7.0,,7.0,1763742492.0,20:00:00,Yes,Yes,No,,188ba464-13e2-4bef-b3ba-98e73e7dd490,,,mobile,No,tr-tr,Realme,C75,RMX3941,RMX3941,Android,Android 15,10800,,,Ankara,Asia,Türkiye,(not set),Ankara,Western Asia,1:200237610417:android:b891f27b614d5b4f7f3990,com.GlyphexGames.EmojiOracle,com.android.vending,,1.0.3,,organic,,google-play,,,,,,,,,,,,,,,12,1,Why Margaret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-21 16:29:43.814017+00:00,2025-11-21 16:29:18.953017+00:00,2025-09-16 19:36:40.477000+00:00,2025-09-16 20:00:00+00:00,24.861,2025-11-21 00:00:00+00:00,16:29:43.814017,2025-11-21 00:00:00+00:00,16:29:18.953017,2025-09-16 00:00:00+00:00,19:36:40.477000,2025-09-16 00:00:00+00:00,3.0,,1414.622,,Cuma,2025-11-21 19:29:43.814017+00:00,19,Akşam,Hafta İçi,1426.939,23.782316666666667,0.396,2025-11-21 16:28:12.151000+00:00,2025-11-21 16:51:59.090210+00:00,11.294,5,5.0,,,,,,,,,,,,Why Margaret - T: 1 - Q: 5
1763742595108018,Question Completed,1763742568147018,,1499,1414622,,3b9eb2785211bf0ca58edfa8d4d6c3bb,1758051400477000,12043974305,ANDROID,True,19,,,1.0,,11.28082275390625,UnityPlayerGameActivity,6.081732496971364e+18,,app,1763742492.0,7.0,,7.0,1763742492.0,20:00:00,Yes,Yes,No,,188ba464-13e2-4bef-b3ba-98e73e7dd490,,,mobile,No,tr-tr,Realme,C75,RMX3941,RMX3941,Android,Android 15,10800,,,Ankara,Asia,Türkiye,(not set),Ankara,Western Asia,1:200237610417:android:b891f27b614d5b4f7f3990,com.GlyphexGames.EmojiOracle,com.android.vending,,1.0.3,,organic,,google-play,,,,,,,,,,,,,,1.0,12,1,Why Margaret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-21 16:29:55.108018+00:00,2025-11-21 16:29:28.147018+00:00,2025-09-16 19:36:40.477000+00:00,2025-09-16 20:00:00+00:00,26.961,2025-11-21 00:00:00+00:00,16:29:55.108018,2025-11-21 00:00:00+00:00,16:29:28.147018,2025-09-16 00:00:00+00:00,19:36:40.477000,2025-09-16 00:00:00+00:00,3.0,,1414.622,11.28082275390625,Cuma,2025-11-21 19:29:55.108018+00:00,19,Akşam,Hafta İçi,1426.939,23.782316666666667,0.396,2025-11-21 16:28:12.151000+00:00,2025-11-21 16:51:59.090210+00:00,6.405,5,5.0,,,,,,,,,,,,Why Margaret - T: 1 - Q: 5
1763742601513019,Earned Virtual Currency,1763742575111019,,1499,1414622,,3b9eb2785211bf0ca58edfa8d4d6c3bb,1758051400477000,12043974305,ANDROID,True,20,,,1.0,,,UnityPlayerGameActivity,6.081732496971364e+18,,app,1763742492.0,7.0,,7.0,1763742492.0,20:00:00,Yes,Yes,No,,188ba464-13e2-4bef-b3ba-98e73e7dd490,,,mobile,No,tr-tr,Realme,C75,RMX3941,RMX3941,Android,Android 15,10800,,,Ankara,Asia,Türkiye,(not set),Ankara,Western Asia,1:200237610417:android:b891f27b614d5b4f7f3990,com.GlyphexGames.EmojiOracle,com.android.vending,,1.0.3,,organic,,google-play,,,,,,,Normal,Gold,Question,10.0,,,,,12,1,Why Margaret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-21 16:30:01.513019+00:00,2025-11-21 16:29:35.111019+00:00,2025-09-16 19:36:40.477000+00:00,2025-09-16 20:00:00+00:00,26.402,2025-11-21 00:00:00+00:00,16:30:01.513019,2025-11-21 00:00:00+00:00,16:29:35.111019,2025-09-16 00:00:00+00:00,19:36:40.477000,2025-09-16 00:00:00+00:00,3.0,,1414.622,,Cuma,2025-11-21 19:30:01.513019+00:00,19,Akşam,Hafta İçi,1426.939,23.782316666666667,0.396,2025-11-21 16:28:12.151000+00:00,2025-11-21 16:51:59.090210+00:00,0.015,5,5.0,,,,,,,,,,,,Why Margaret - T: 1 - Q: 5
1763742601528020,Question Started,1763742583814020,,1499,1414622,,3b9eb2785211bf0ca58edfa8d4d6c3bb,1758051400477000,12043974305,ANDROID,True,21,,,1.0,,,UnityPlayerGameActivity,6.081732496971364e+18,,app,1763742492.0,7.0,,7.0,1763742492.0,20:00:00,Yes,Yes,No,,188ba464-13e2-4bef-b3ba-98e73e7dd490,,,mobile,No,tr-tr,Realme,C75,RMX3941,RMX3941,Android,Android 15,10800,,,Ankara,Asia,Türkiye,(not set),Ankara,Western Asia,1:200237610417:android:b891f27b614d5b4f7f3990,com.GlyphexGames.EmojiOracle,com.android.vending,,1.0.3,,organic,,google-play,,,,,,,,,,,,,,,11,1,Why Margaret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-21 16:30:01.528020+00:00,2025-11-21 16:29:43.814020+00:00,2025-09-16 19:36:40.477000+00:00,2025-09-16 20:00:00+00:00,17.714,2025-11-21 00:00:00+00:00,16:30:01.528020,2025-11-21 00:00:00+00:00,16:29:43.814020,2025-09-16 00:00:00+00:00,19:36:40.477000,2025-09-16 00:00:00+00:00,3.0,,1414.622,,Cuma,2025-11-21 19:30:01.528020+00:00,19,Akşam,Hafta İçi,1426.939,23.782316666666667,0.396,2025-11-21 16:28:12.151000+00:00,2025-11-21 16:51:59.090210+00:00,11.818,6,6.0,,,,,,,,,,,,Why Margaret - T: 1 - Q: 6
1763742613346021,Question Completed,1763742595108021,,1499,1414622,,3b9eb2785211bf0ca58edfa8d4d6c3bb,1758051400477000,12043974305,ANDROID,True,22,,,1.0,,11.817840576171875,UnityPlayerGameActivity,6.081732496971364e+18,,app,1763742492.0,7.0,,7.0,1763742492.0,20:00:00,Yes,Yes,No,,188ba464-13e2-4bef-b3ba-98e73e7dd490,,,mobile,No,tr-tr,Realme,C75,RMX3941,RMX3941,Android,Android 15,10800,,,Ankara,Asia,Türkiye,(not set),Ankara,Western Asia,1:200237610417:android:b891f27b614d5b4f7f3990,com.GlyphexGames.EmojiOracle,com.android.vending,,1.0.3,,organic,,google-play,,,,,,,,,,,,,,1.0,11,1,Why Margaret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-21 16:30:13.346021+00:00,2025-11-21 16:29:55.108021+00:00,2025-09-16 19:36:40.477000+00:00,2025-09-16 20:00:00+00:00,18.238,2025-11-21 00:00:00+00:00,16:30:13.346021,2025-11-21 00:00:00+00:00,16:29:55.108021,2025-09-16 00:00:00+00:00,19:36:40.477000,2025-09-16 00:00:00+00:00,3.0,,1414.622,11.817840576171875,Cuma,2025-11-21 19:30:13.346021+00:00,19,Akşam,Hafta İçi,1426.939,23.782316666666667,0.396,2025-11-21 16:28:12.151000+00:00,2025-11-21 16:51:59.090210+00:00,7.367,6,6.0,,,,,,,,,,,,Why Margaret - T: 1 - Q: 6
1763742620713022,Question Started,1763742601528022,,1499,1414622,,3b9eb2785211bf0ca58edfa8d4d6c3bb,1758051400477000,12043974305,ANDROID,True,23,,,1.0,,,UnityPlayerGameActivity,6.081732496971364e+18,,app,1763742492.0,7.0,,7.0,1763742492.0,20:00:00,Yes,Yes,No,,188ba464-13e2-4bef-b3ba-98e73e7dd490,,,mobile,No,tr-tr,Realme,C75,RMX3941,RMX3941,Android,Android 15,10800,,,Ankara,Asia,Türkiye,(not set),Ankara,Western Asia,1:200237610417:android:b891f27b614d5b4f7f3990,com.GlyphexGames.EmojiOracle,com.android.vending,,1.0.3,,organic,,google-play,,,,,,,,,,,,,,,10,1,Why Margaret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-21 16:30:20.713022+00:00,2025-11-21 16:30:01.528022+00:00,2025-09-16 19:36:40.477000+00:00,2025-09-16 20:00:00+00:00,19.185,2025-11-21 00:00:00+00:00,16:30:20.713022,2025-11-21 00:00:00+00:00,16:30:01.528022,2025-09-16 00:00:00+00:00,19:36:40.477000,2025-09-16 00:00:00+00:00,3.0,,1414.622,,Cuma,2025-11-21 19:30:20.713022+00:00,19,Akşam,Hafta İçi,1426.939,23.782316666666667,0.396,2025-11-21 16:28:12.151000+00:00,2025-11-21 16:51:59.090210+00:00,10.094,7,7.0,,,,,,,,,,,,Why Margaret - T: 1 - Q: 7
1763742630807023,Question Completed,1763742613346023,,1499,1414622,,3b9eb2785211bf0ca58edfa8d4d6c3bb,1758051400477000,12043974305,ANDROID,True,24,,,1.0,,10.09674072265625,UnityPlayerGameActivity,6.081732496971364e+18,,app,1763742492.0,7.0,,7.0,1763742492.0,20:00:00,Yes,Yes,No,,188ba464-13e2-4bef-b3ba-98e73e7dd490,,,mobile,No,tr-tr,Realme,C75,RMX3941,RMX3941,Android,Android 15,10800,,,Ankara,Asia,Türkiye,(not set),Ankara,Western Asia,1:200237610417:android:b891f27b614d5b4f7f3990,com.GlyphexGames.EmojiOracle,com.android.vending,,1.0.3,,organic,,google-play,,,,,,,,,,,,,,0.0,10,1,Why Margaret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-21 16:30:30.807023+00:00,2025-11-21 16:30:13.346023+00:00,2025-09-16 19:36:40.477000+00:00,2025-09-16 20:00:00+00:00,17.461,2025-11-21 00:00:00+00:00,16:30:30.807023,2025-11-21 00:00:00+00:00,16:30:13.346023,2025-09-16 00:00:00+00:00,19:36:40.477000,2025-09-16 00:00:00+00:00,3.0,,1414.622,10.09674072265625,Cuma,2025-11-21 19:30:30.807023+00:00,19,Akşam,Hafta İçi,1426.939,23.782316666666667,0.396,2025-11-21 16:28:12.151000+00:00,2025-11-21 16:51:59.090210+00:00,5.22,7,7.0,,,,,,,,,,,,Why Margaret - T: 1 - Q: 7
